,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,K_Means,Churn
4062,13.0,1,0,16.0,1,1,3.0,4.0,2,4,1,3.0,0,25.5,3.5,6.0,10.0,176.51,0,0
4063,12.0,0,0,15.0,1,0,3.0,5.0,2,3,1,3.0,1,17.0,2.0,2.0,8.0,146.33,1,0
4064,30.0,1,2,28.0,2,0,4.0,4.0,1,0,1,6.0,1,15.0,2.0,2.0,1.0,272.32625,2,0
4065,1.0,0,0,12.0,2,0,3.0,2.0,3,2,2,5.0,1,15.0,1.0,2.0,4.0,149.32,3,1
4066,12.0,1,0,16.0,2,1,4.0,4.0,3,0,1,4.0,0,20.0,2.0,2.0,4.0,172.71,1,0
4067,23.0,0,0,9.0,2,1,3.0,4.0,4,0,1,5.0,0,15.0,3.0,5.0,4.0,272.32625,0,0
4068,16.0,1,2,19.0,3,1,4.0,4.0,2,0,1,5.0,1,13.0,1.0,2.0,1.0,175.87,1,0
4069,1.0,0,1,29.0,4,0,3.0,5.0,3,3,1,3.0,0,13.0,2.0,2.0,1.0,153.63,1,1
4070,9.0,1,2,25.0,1,1,4.0,4.0,2,4,1,2.0,0,17.0,1.0,2.0,5.0,69.83625,1,0
4071,2.0,0,0,23.0,1,1,3.0,4.0,3,2,2,3.0,0,15.0,1.0,2.0,5.0,146.44,1,0
4072,5.0,0,0,10.0,1,1,3.0,4.0,3,4,1,3.0,1,14.0,1.0,3.0,4.0,155.65,1,0
4073,10.0,0,0,16.0,2,1,4.0,2.0,3,3,1,3.0,0,23.0,2.0,2.0,3.0,153.1,1,0
4074,8.0,1,2,7.0,3,1,3.0,4.0,0,0,2,3.0,0,22.0,2.0,3.0,3.0,223.88,2,0
4075,8.0,1,2,20.0,1,1,3.0,4.0,0,2,1,3.0,0,19.0,2.0,2.0,3.0,211.28,2,0
4076,1.0,1,0,7.0,1,1,4.0,4.0,3,4,2,2.0,0,14.0,3.5,6.0,7.0,153.67,0,0
4077,3.0,1,0,7.0,2,1,3.0,4.0,2,4,1,2.0,0,13.0,2.0,2.0,3.0,178.73,1,0
4078,6.0,0,0,22.0,1,0,3.0,4.0,2,0,1,7.0,0,19.0,1.0,2.0,3.0,191.67,1,0
4079,5.0,0,0,7.0,2,1,3.0,5.5,2,4,1,3.0,0,22.0,2.0,6.0,8.0,175.03,0,0
4080,1.0,1,0,24.0,0,1,3.0,5.0,3,0,1,7.0,0,13.0,1.0,2.0,4.0,148.67,1,1
4081,12.0,1,2,7.0,2,1,3.0,5.0,3,4,2,6.0,0,15.0,1.0,2.0,1.0,153.58,1,0
4082,9.0,1,2,14.0,2,0,3.0,4.0,2,0,1,3.0,1,12.0,2.0,2.0,10.0,177.04,0,0
4083,1.0,1,2,16.0,3,1,3.0,4.0,2,0,2,3.0,0,15.0,1.0,2.0,8.0,166.05,1,0
4084,6.0,1,0,12.0,2,1,3.0,5.0,2,0,2,10.0,0,25.0,1.0,2.0,3.0,221.79,1,0
4085,1.0,0,2,33.0,3,1,4.0,4.0,2,0,1,3.0,1,12.0,1.0,2.0,9.0,181.17,1,1
4086,17.0,1,2,31.0,2,1,4.0,4.0,0,4,2,8.0,1,14.0,3.0,3.0,3.0,229.48,2,1
4087,28.0,1,0,16.0,2,0,4.0,4.0,2,2,1,5.0,0,12.0,1.0,3.0,4.0,153.97,2,0
4088,7.0,0,0,14.0,2,1,3.0,4.0,2,2,1,3.0,0,21.0,3.0,3.0,9.0,184.68,0,0
4089,17.0,1,0,18.0,2,1,2.0,4.0,0,2,1,3.0,0,18.0,2.0,2.0,10.0,200.1,2,0
4090,12.0,0,1,7.0,4,1,3.0,4.0,3,3,1,2.0,1,12.0,2.0,2.0,3.0,154.91,1,0
4091,29.0,1,1,33.0,4,1,4.0,2.0,4,3,1,6.0,1,15.0,2.0,2.0,5.0,272.32625,2,0
4092,5.0,1,0,9.0,1,0,3.0,5.5,3,0,1,3.0,1,12.0,2.0,2.0,1.0,136.29,1,0
4093,13.0,1,2,22.0,3,1,4.0,4.0,1,4,2,2.0,0,13.0,3.5,2.0,11.0,258.41,0,0
4094,16.0,0,0,30.0,2,1,3.0,5.0,2,2,2,3.0,0,13.0,3.0,4.0,8.0,168.32,0,0
4095,5.0,0,0,17.0,1,0,3.0,4.0,0,2,1,6.0,0,21.0,3.5,2.0,9.0,235.31,0,0
4096,28.0,1,0,17.0,1,0,4.0,4.0,2,4,2,8.0,1,20.0,1.0,2.0,5.0,169.4,2,0
4097,1.0,1,0,7.0,2,1,3.0,5.0,2,2,2,3.0,0,13.0,2.0,2.0,3.0,171.17,1,0
4098,1.0,1,0,19.0,4,1,4.0,4.0,3,0,2,3.0,0,14.0,2.0,2.0,5.0,151.47,1,0
4099,14.0,0,0,18.0,0,0,4.0,4.0,2,2,1,3.0,0,12.0,3.0,6.0,5.0,188.23,0,0
4100,14.0,1,2,9.0,3,0,4.0,4.0,2,3,1,5.0,0,15.0,2.0,6.0,11.0,181.77,0,0
4101,1.0,1,1,9.0,4,0,3.0,4.0,3,3,1,6.0,0,15.0,1.0,2.0,3.0,146.87,1,0
4102,4.0,1,0,7.0,1,1,4.0,4.0,3,3,1,3.0,0,14.0,1.0,2.0,8.0,162.48,1,0
4103,1.0,1,0,9.0,4,1,3.0,4.0,3,2,1,8.0,1,20.0,1.0,2.0,3.0,164.77,1,0
4104,21.0,1,0,32.0,1,1,3.0,4.0,0,2,2,4.0,0,24.0,2.0,6.0,3.0,211.33,0,0
4105,7.0,0,0,7.0,1,1,3.0,5.0,3,2,1,3.0,0,13.0,1.0,2.0,1.0,145.08,1,0
4106,12.0,1,2,7.0,2,1,3.0,4.0,2,3,1,2.0,0,16.0,3.5,6.0,9.0,169.4,0,0
4107,5.0,1,2,9.0,2,1,3.0,4.0,3,2,1,2.0,0,20.0,2.0,2.0,3.0,155.67,1,0
4108,12.0,0,0,13.0,2,1,4.0,5.0,2,2,1,4.0,0,12.0,3.0,6.0,8.0,178.21,0,0
4109,16.0,1,0,25.0,2,1,3.0,4.0,2,4,1,8.0,1,18.0,1.0,2.0,3.0,179.1,2,0
4110,15.0,1,0,7.0,2,1,4.0,4.0,3,0,1,5.0,0,23.0,1.0,2.0,1.0,152.82,1,0
4111,21.0,0,0,7.0,1,0,4.0,4.0,0,3,1,2.0,0,19.0,1.0,2.0,13.0,244.57,2,0
4112,9.0,1,0,18.0,1,1,3.0,4.0,3,2,1,9.0,1,12.0,1.0,3.0,3.0,151.6,1,0
4113,1.0,1,0,7.0,2,1,4.0,4.0,3,2,2,2.0,0,13.0,1.0,2.0,3.0,158.75,1,0
4114,9.0,1,0,16.0,1,1,3.0,4.0,2,2,2,3.0,0,20.0,1.0,2.0,9.0,175.98,1,0
4115,7.0,1,0,22.0,1,0,4.0,4.0,2,0,1,2.0,1,14.0,3.5,6.0,2.0,69.83625,0,0
4116,6.0,1,0,36.0,2,0,3.0,5.0,3,3,2,3.0,0,14.0,3.5,5.0,2.0,153.37,1,0
4117,14.0,1,0,7.0,2,1,3.0,4.0,3,0,1,10.0,0,20.0,1.0,2.0,1.0,149.06,1,0
4118,6.0,1,2,7.0,1,1,4.0,5.0,3,3,1,2.0,0,15.0,1.0,3.0,3.0,147.69,1,0
4119,13.0,1,0,31.0,2,1,3.0,4.0,2,0,2,9.0,0,14.0,2.0,2.0,8.0,166.08,1,0
4120,12.0,1,0,17.0,1,0,3.0,5.5,0,2,1,5.0,0,13.0,2.0,2.0,12.0,257.06,2,0
4121,6.0,1,2,7.0,3,0,3.0,4.0,0,0,1,3.0,0,20.0,3.5,6.0,3.0,229.22,0,0
4122,11.0,1,0,17.0,2,0,3.0,2.0,0,0,1,3.0,1,25.5,1.0,6.0,9.0,262.44,0,0
4123,1.0,1,2,15.0,4,0,3.0,4.0,2,2,1,2.0,1,23.0,2.0,2.0,5.0,174.07,1,0
4124,26.0,0,2,36.5,2,1,3.0,4.0,3,0,1,4.0,0,16.0,2.0,2.0,1.0,159.82,1,0
4125,18.0,1,0,7.0,1,1,3.0,4.0,3,0,2,8.0,1,13.0,1.0,2.0,3.0,149.36,3,0
4126,1.0,1,2,12.0,1,1,3.0,4.0,3,4,2,3.0,1,12.0,2.0,2.0,3.0,148.8,1,0
4127,13.0,0,0,16.0,2,1,3.0,4.0,4,0,2,4.0,0,15.0,1.0,2.0,4.0,272.32625,1,0
4128,1.0,0,2,16.0,3,1,3.0,4.0,3,4,1,3.0,0,20.0,2.0,2.0,1.0,142.9,1,1
4129,10.0,1,2,10.0,1,0,4.0,5.0,0,0,1,2.0,0,20.0,3.5,4.0,5.0,201.44,0,0
4130,10.0,0,0,11.0,2,0,4.0,4.0,2,3,1,9.0,0,14.0,2.0,2.0,3.0,176.31,1,0
4131,30.0,0,0,7.0,2,1,3.0,4.0,2,2,1,3.0,0,22.0,1.0,2.0,10.0,188.06,2,0
4132,1.0,1,0,7.0,1,1,3.0,4.0,3,0,1,11.0,1,15.0,3.0,3.0,3.0,172.87,1,1
4133,16.0,1,0,9.0,2,1,3.0,4.0,4,2,1,7.0,0,15.0,2.0,5.0,14.5,272.32625,0,0
4134,20.0,1,0,14.0,0,1,4.0,4.0,3,2,1,10.0,0,12.0,3.5,6.0,9.0,148.39,0,1
4135,15.0,1,0,35.0,2,0,3.0,5.0,1,3,1,2.0,0,24.0,2.0,2.0,11.0,260.7,2,0
4136,8.0,1,2,35.0,3,0,4.0,5.0,2,2,1,3.0,0,22.0,2.0,2.0,8.0,192.12,1,0
4137,10.0,0,2,22.0,3,1,3.0,5.5,2,0,1,3.0,0,25.0,3.5,6.0,12.0,179.06,0,0
4138,15.0,1,2,10.0,2,1,3.0,5.0,2,3,1,4.0,0,12.0,1.0,2.0,3.0,214.38,2,0
4139,6.0,1,0,9.0,0,1,4.0,4.0,3,4,2,3.0,0,15.0,2.0,2.0,3.0,149.39,1,0
4140,9.0,1,1,33.0,2,0,3.0,4.0,0,0,2,3.0,1,17.0,2.0,2.0,3.0,213.37,2,0
4141,12.0,1,2,17.0,2,0,4.0,4.0,2,0,1,3.0,0,12.0,1.0,2.0,10.0,178.43,1,0
4142,14.0,0,2,7.0,2,1,4.0,4.0,2,2,1,9.0,0,13.0,2.0,2.0,2.0,192.28,1,1
4143,10.0,1,2,18.0,3,0,4.0,5.0,2,0,1,6.0,0,14.0,2.0,2.0,1.0,191.52,1,0
4144,19.0,1,2,27.0,2,0,3.0,4.0,2,2,2,10.0,0,16.0,2.0,2.0,2.0,173.5,2,0
4145,14.0,1,0,9.0,2,1,3.0,5.0,3,2,2,4.0,0,15.0,1.0,3.0,3.0,153.09,1,0
4146,9.0,0,0,25.0,2,1,4.0,4.0,2,2,1,3.0,1,15.0,2.0,2.0,3.0,181.89,1,0
4147,14.0,1,0,9.0,1,0,4.0,4.0,3,2,1,4.0,0,15.0,2.0,2.0,3.0,145.01,1,0
4148,9.0,1,0,7.0,2,0,4.0,5.5,3,0,1,3.0,0,13.0,1.0,2.0,2.0,154.77,1,0
4149,3.0,1,0,20.0,4,1,3.0,5.0,2,3,1,6.0,1,14.0,2.0,2.0,4.0,165.25,1,0
4150,3.0,1,0,35.0,1,0,4.0,5.0,3,4,2,3.0,0,15.0,1.0,2.0,5.0,162.85,1,0
4151,14.0,1,2,35.0,3,1,3.0,5.0,0,4,1,6.0,1,14.0,1.0,2.0,1.0,233.54000000000002,2,1
4152,13.0,1,2,31.0,3,0,3.0,5.0,1,0,1,2.0,0,12.0,2.0,2.0,7.0,245.31,2,0
4153,5.0,0,0,12.0,1,1,4.0,4.0,2,4,2,2.0,0,20.0,1.0,2.0,3.0,224.36,1,0
4154,1.0,1,2,12.0,4,0,2.0,5.0,3,2,2,2.0,0,19.0,1.0,2.0,1.0,154.66,1,0
4155,10.0,0,0,30.0,1,1,3.0,2.0,2,0,1,6.0,0,18.0,1.0,2.0,4.0,150.71,3,0
4156,13.0,1,0,13.0,1,1,3.0,5.0,0,4,1,6.0,0,16.0,2.0,2.0,3.0,224.91,2,0
4157,1.0,1,0,11.0,2,1,3.0,2.0,2,3,1,3.0,1,21.0,2.0,2.0,4.0,186.42,3,0
4158,23.0,0,2,9.0,1,1,4.0,5.0,2,3,1,4.0,0,15.0,2.0,2.0,9.0,178.9,2,0
4159,8.0,1,0,15.0,1,1,3.0,2.0,2,2,1,4.0,0,13.0,1.0,2.0,3.0,169.04,3,0
4160,5.0,1,2,7.0,2,0,4.0,4.0,2,0,2,10.0,1,12.0,1.0,2.0,6.0,184.93,1,1
4161,23.0,0,0,15.0,2,1,4.0,5.0,2,3,1,3.0,0,24.0,1.0,2.0,8.0,176.3,1,0
4162,1.0,1,0,9.0,4,1,4.0,5.0,3,2,2,8.0,1,16.0,1.0,2.0,1.0,145.9,1,1
4163,7.0,0,0,10.0,2,0,3.0,4.0,3,2,1,3.0,1,12.0,3.0,4.0,1.0,154.09,1,0
4164,1.0,1,0,9.0,1,1,3.0,4.0,3,3,1,11.0,0,13.0,2.0,3.0,3.0,159.68,1,0
4165,6.0,0,0,9.0,2,1,4.0,4.0,3,0,2,2.0,0,14.0,2.0,4.0,7.0,155.68,1,0
4166,30.0,1,0,10.0,1,0,3.0,2.0,3,4,1,6.0,1,21.0,1.0,2.0,1.0,151.7,3,0
4167,4.0,1,0,31.0,2,1,4.0,4.0,3,2,1,3.0,0,23.0,2.0,2.0,1.0,151.93,1,0
4168,12.0,0,0,30.0,2,1,3.0,5.0,0,2,2,2.0,0,22.0,2.0,2.0,3.0,220.26,1,0
4169,10.0,1,0,34.0,1,1,4.0,4.0,2,2,1,8.0,0,14.0,1.0,6.0,8.0,177.37,0,0
4170,9.0,1,0,23.0,1,1,3.0,2.0,3,3,1,2.0,0,14.0,2.0,2.0,4.0,149.26,3,0
4171,3.0,1,0,22.0,2,0,3.0,5.0,2,2,2,2.0,1,13.0,2.0,2.0,9.0,166.93,1,0
4172,5.0,1,0,33.0,2,1,3.0,4.0,3,2,1,3.0,0,18.0,3.5,5.0,4.0,154.11,0,0
4173,8.0,1,0,26.0,1,1,4.0,4.0,3,0,1,2.0,0,12.0,1.0,2.0,3.0,151.61,1,0
4174,1.0,1,0,31.0,2,1,3.0,5.0,3,2,2,7.0,1,15.0,1.0,2.0,4.0,145.28,1,1
4175,3.0,1,0,28.0,2,0,3.0,2.0,0,4,1,3.0,0,12.0,3.5,6.0,3.0,224.8,0,0
4176,6.0,1,0,12.0,2,1,4.0,2.0,3,3,1,2.0,1,13.0,2.0,2.0,6.0,157.98,1,0
4177,1.0,0,0,23.0,1,1,4.0,2.0,3,0,1,3.0,1,14.0,1.0,2.0,1.0,154.35,3,0
4178,27.0,1,2,9.0,2,0,4.0,5.0,1,0,1,4.0,0,17.0,1.0,4.0,8.0,272.32625,2,0
4179,12.0,1,0,9.0,2,1,3.0,4.0,3,0,2,7.0,1,12.0,1.0,2.0,3.0,164.44,1,0
4180,1.0,0,0,18.0,4,0,4.0,2.0,2,2,1,2.0,0,19.0,1.0,2.0,4.0,165.11,1,0
4181,1.0,1,2,16.0,2,1,3.0,5.0,3,4,2,9.0,0,24.0,1.0,2.0,4.0,159.07,1,1
4182,8.0,1,0,14.0,2,0,3.0,4.0,0,3,2,2.0,0,12.0,1.0,2.0,12.0,244.94,2,0
4183,1.0,1,0,22.0,2,1,4.0,4.0,3,0,2,3.0,0,15.0,2.0,2.0,1.0,137.32,1,0
4184,1.0,1,0,13.0,1,1,3.0,4.0,3,4,2,4.0,0,12.0,1.0,2.0,4.0,154.6,1,1
4185,27.0,1,0,12.0,4,0,3.0,4.0,4,2,1,6.0,0,15.0,2.0,5.0,9.0,272.32625,2,0
4186,1.0,0,0,23.0,2,0,4.0,5.5,3,4,2,3.0,1,23.0,1.0,6.0,8.0,164.19,1,1
4187,16.0,1,2,15.0,3,1,3.0,4.0,2,3,1,2.0,0,12.0,3.0,5.0,3.0,193.25,0,0
4188,18.0,1,0,14.0,1,0,3.0,5.0,0,0,1,5.0,0,15.0,1.0,6.0,3.0,227.48,2,0
4189,20.0,1,2,9.0,3,0,3.0,4.0,4,4,2,5.0,0,15.0,3.0,3.0,2.0,272.32625,2,0
4190,7.0,1,0,9.0,1,1,4.0,4.0,3,0,2,6.0,0,12.0,1.0,2.0,1.0,149.96,1,0
4191,18.0,1,0,17.0,4,1,3.0,4.0,2,0,1,4.0,1,14.0,1.0,2.0,4.0,189.65,2,0
4192,4.0,1,0,16.0,1,1,3.0,5.0,3,2,2,3.0,0,14.0,1.0,2.0,9.0,147.06,1,0
4193,3.0,1,2,12.0,0,1,3.0,4.0,2,0,1,5.0,0,15.0,1.0,2.0,1.0,145.86,1,1
4194,1.0,1,0,7.0,1,1,4.0,4.0,3,0,1,4.0,1,17.0,1.0,3.0,1.0,147.93,1,1
4195,17.0,1,0,9.0,1,0,4.0,2.0,3,2,1,3.0,0,13.0,2.0,2.0,5.0,151.45,3,0
4196,14.0,1,2,10.0,3,1,3.0,5.0,3,2,1,3.0,1,15.0,2.0,2.0,3.0,151.83,1,1
4197,9.0,1,2,9.0,3,0,4.0,4.0,3,0,1,3.0,0,14.0,3.0,3.0,3.0,145.14,1,0
4198,10.0,1,0,12.0,2,0,3.0,5.0,3,4,1,11.0,1,15.0,2.0,2.0,1.0,159.19,1,0
4199,7.0,0,2,7.0,2,0,3.0,2.0,2,4,1,4.0,0,20.0,1.0,2.0,4.0,178.76,3,0
4200,9.0,1,0,11.0,4,1,4.0,4.0,3,0,1,3.0,0,13.0,2.0,2.0,1.0,144.51,1,0
4201,1.0,1,0,9.0,2,0,3.0,4.0,3,4,1,3.0,0,14.0,2.0,2.0,1.0,148.41,1,0
4202,1.0,1,0,32.0,2,1,3.0,5.5,3,2,2,3.0,0,13.0,1.0,2.0,2.0,147.93,1,1
4203,1.0,0,2,15.0,2,1,3.0,4.0,0,2,2,3.0,0,16.0,2.0,2.0,3.0,212.26,1,0
4204,4.0,0,0,7.0,1,0,3.0,4.0,2,0,2,3.0,0,24.0,2.0,4.0,8.0,165.11,0,0
4205,5.0,1,0,19.0,0,0,3.0,4.0,4,2,1,3.0,0,15.0,2.0,6.0,9.0,272.32625,0,1
4206,8.0,0,2,30.0,3,1,4.0,4.0,2,2,2,2.0,0,21.0,1.0,6.0,8.0,170.68,0,0
4207,11.0,1,0,26.0,2,1,4.0,4.0,3,3,1,6.0,0,22.0,1.0,2.0,1.0,155.22,1,0
4208,20.0,0,2,12.0,3,1,4.0,4.0,2,0,2,6.0,1,22.0,2.0,2.0,9.0,182.72,1,0
4209,9.0,1,0,15.0,2,1,3.0,2.0,3,0,1,3.0,0,20.0,2.0,2.0,2.0,147.69,3,0
4210,12.0,1,0,7.0,2,1,4.0,5.0,0,2,2,11.0,1,14.0,1.0,2.0,1.0,178.81,2,1
4211,1.0,1,0,12.0,0,1,3.0,4.0,3,2,2,3.0,1,14.0,1.0,3.0,3.0,159.41,1,1
4212,18.0,1,2,7.0,3,0,4.0,4.0,2,4,1,7.0,1,22.0,2.0,2.0,4.0,179.54,1,0
4213,9.0,0,0,18.0,1,1,4.0,5.0,0,4,1,4.0,1,14.0,2.0,3.0,3.0,223.84,2,0
4214,1.0,1,2,30.0,3,0,3.0,5.0,2,0,1,9.0,1,20.0,1.0,2.0,1.0,166.57,1,0
4215,7.0,0,0,30.0,2,0,4.0,4.0,0,0,2,3.0,1,13.0,3.5,2.0,13.0,259.58,0,0
4216,9.0,0,2,6.0,2,1,4.0,4.0,0,4,1,3.0,0,23.0,1.0,2.0,3.0,215.69,1,0
4217,9.0,1,0,30.0,1,0,2.0,4.0,3,4,1,5.0,1,16.0,1.0,3.0,3.0,165.14,3,0
4218,5.0,1,0,14.0,2,1,3.0,4.0,2,0,1,5.0,0,23.0,1.0,2.0,8.0,184.15,1,0
4219,11.0,1,0,7.0,2,1,3.0,5.0,2,2,1,3.0,0,19.0,1.0,2.0,8.0,184.93,1,0
4220,6.0,1,0,7.0,1,1,3.0,4.0,2,0,1,3.0,1,23.0,3.5,6.0,9.0,186.62,0,0
4221,12.0,0,0,36.0,2,0,3.0,4.0,2,0,2,3.0,0,12.0,3.5,6.0,10.0,149.06,0,0
4222,24.0,1,0,14.0,1,0,3.0,5.0,4,2,1,7.0,1,15.0,3.5,6.0,9.0,272.32625,0,0
4223,30.0,1,2,32.0,2,0,4.5,4.0,0,4,2,9.0,0,12.0,3.5,6.0,10.0,201.37,0,0
4224,10.0,1,0,15.0,0,0,3.0,4.0,0,2,1,3.0,0,14.0,3.5,6.0,3.0,225.96,0,0
4225,29.0,1,0,15.0,1,0,3.0,4.0,1,2,1,4.0,1,15.0,1.0,2.0,3.0,272.32625,2,0
4226,10.0,0,0,18.0,2,1,4.0,5.0,2,3,2,3.0,0,14.0,2.0,2.0,4.0,189.99,1,0
4227,19.0,1,0,14.0,2,1,3.0,4.0,0,4,1,4.0,0,18.0,1.0,2.0,3.0,222.24,2,0
4228,9.0,0,0,7.0,1,1,4.0,4.0,3,4,1,6.0,0,14.0,1.0,2.0,3.0,146.94,1,0
4229,1.0,1,0,16.0,1,1,4.0,5.0,3,2,1,2.0,1,18.0,2.0,2.0,1.0,158.88,1,1
4230,30.0,0,2,7.0,2,0,3.0,5.0,2,2,2,9.0,0,12.0,2.0,2.0,4.0,179.73,2,0
4231,3.0,1,0,9.0,2,1,4.0,4.0,3,3,1,2.0,0,24.0,2.0,2.0,5.0,152.03,1,0
4232,5.0,1,0,7.0,1,1,3.0,4.0,3,3,2,3.0,0,18.0,2.0,2.0,1.0,150.01,1,0
4233,6.0,1,0,7.0,2,1,4.0,4.0,2,3,1,3.0,0,18.0,2.0,2.0,10.0,187.2,1,0
4234,10.0,1,0,13.0,2,0,3.0,2.0,3,0,1,5.0,0,13.0,1.0,2.0,1.0,155.38,3,0
4235,5.0,1,0,15.0,2,0,4.0,4.0,2,0,2,3.0,0,24.0,2.0,2.0,9.0,169.24,1,0
4236,9.0,1,2,7.0,3,1,3.0,5.0,2,4,2,2.0,0,15.0,2.0,3.0,9.0,168.12,1,0
4237,19.0,1,0,13.0,4,1,3.0,4.0,0,4,1,6.0,1,15.0,2.0,2.0,1.0,257.45,2,0
4238,11.0,1,0,14.0,1,1,2.0,4.0,0,2,2,6.0,0,14.0,1.0,2.0,3.0,261.64,2,0
4239,20.0,1,1,12.0,1,1,4.0,4.0,2,3,1,3.0,1,23.0,2.0,2.0,3.0,175.21,1,0
4240,4.0,1,0,7.0,2,1,3.0,5.0,2,0,1,3.0,1,13.0,2.0,4.0,1.0,176.26,1,0
4241,9.0,1,0,7.0,1,1,2.0,5.0,3,2,2,3.0,0,19.0,2.0,2.0,5.0,153.59,1,0
4242,29.0,1,2,7.0,2,1,4.0,4.0,0,0,1,5.0,0,15.0,1.0,2.0,3.0,227.39,2,0
4243,12.0,0,0,13.0,1,0,4.0,5.5,2,0,1,9.0,1,13.0,1.0,2.0,10.0,178.29,1,0
4244,8.0,1,0,7.0,1,1,4.0,4.0,2,3,1,3.0,0,16.0,2.0,2.0,4.0,168.25,1,0
4245,30.0,1,0,14.0,2,1,3.0,5.5,0,0,2,6.0,0,12.0,1.0,2.0,3.0,197.6,2,0
4246,1.0,1,2,9.0,0,1,4.0,4.0,3,4,1,5.0,0,14.0,2.0,2.0,1.0,148.22,1,0
4247,25.0,1,0,16.0,2,1,4.0,4.0,3,0,1,5.0,0,24.0,2.0,2.0,4.0,145.75,1,0
4248,4.0,1,0,9.0,2,1,4.5,5.0,2,0,1,3.0,0,20.0,3.5,6.0,9.0,166.52,0,0
4249,10.0,1,2,16.0,1,1,4.0,5.0,0,0,2,3.0,0,17.0,3.5,5.0,3.0,221.19,0,1
4250,14.0,0,0,7.0,2,1,4.0,5.0,1,3,1,3.0,0,23.0,3.5,2.0,12.0,260.03,0,0
4251,25.0,1,2,28.0,3,1,4.0,4.0,2,0,2,2.0,1,23.0,1.0,2.0,1.0,179.41,1,0
4252,4.0,1,2,11.0,1,0,4.0,5.0,2,3,1,3.0,1,13.0,3.0,3.0,8.0,177.09,1,0
4253,20.0,0,0,7.0,1,1,3.0,5.0,0,4,1,4.0,1,14.0,3.5,2.0,6.0,231.73000000000002,2,0
4254,6.0,1,2,13.0,1,1,3.0,4.0,2,2,2,3.0,0,17.0,3.5,6.0,8.0,175.1,0,0
4255,28.0,1,0,9.0,0,0,3.0,4.0,0,2,1,11.0,0,13.0,1.0,2.0,4.0,260.49,2,0
4256,1.0,1,2,10.0,4,0,3.0,4.0,2,2,1,2.0,0,22.0,1.0,2.0,3.0,174.99,1,0
4257,2.0,0,2,11.0,1,1,3.0,4.0,2,2,1,3.0,0,16.0,1.0,2.0,5.0,167.21,1,0
4258,30.0,1,2,17.0,1,1,3.0,4.0,1,2,2,2.0,0,14.0,1.0,2.0,9.0,263.72,2,0
4259,18.0,0,0,30.0,1,1,4.0,4.0,2,3,1,6.0,0,13.0,1.0,2.0,3.0,145.42,1,0
4260,1.0,1,1,13.0,4,1,4.0,4.0,3,4,1,6.0,1,23.0,1.0,2.0,3.0,145.73,1,1
4261,6.0,1,0,7.0,2,1,4.0,4.0,3,4,2,3.0,0,14.0,1.0,2.0,1.0,154.56,1,0
4262,1.0,0,0,13.0,2,0,4.0,5.0,3,0,2,3.0,1,19.0,1.0,2.0,1.0,154.26,1,1
4263,8.0,1,0,13.0,4,0,3.0,4.0,2,2,2,3.0,0,15.0,1.0,3.0,11.0,173.09,1,0
4264,11.0,0,0,9.0,2,1,4.0,5.0,2,0,1,7.0,0,15.0,2.0,2.0,1.0,176.63,1,0
4265,30.0,0,1,9.0,4,0,3.0,5.0,4,0,1,11.0,0,15.0,1.0,3.0,3.0,272.32625,2,0
4266,24.0,0,0,7.0,2,0,4.0,4.0,4,3,1,5.0,1,15.0,1.0,2.0,8.0,272.32625,2,0
4267,1.0,1,2,12.0,3,1,3.0,5.0,2,2,2,3.0,1,12.0,1.0,2.0,4.0,182.44,1,1
4268,1.0,1,0,14.0,1,1,4.0,5.0,3,0,1,3.0,0,12.0,1.0,3.0,2.0,153.89,1,0
4269,1.0,1,0,22.0,1,0,3.0,4.0,3,0,2,3.0,0,16.0,2.0,2.0,1.0,153.71,1,0
4270,25.0,0,0,7.0,1,0,2.0,5.0,0,4,2,5.0,0,21.0,3.5,6.0,9.0,199.84,0,0
4271,1.0,0,0,14.0,2,1,4.0,5.5,2,2,2,3.0,1,25.0,2.0,2.0,7.0,185.74,1,1
4272,28.0,0,1,33.0,4,0,2.0,2.0,1,0,2,4.0,1,15.0,3.0,5.0,5.0,272.32625,2,0
4273,1.0,1,0,25.0,2,1,3.0,4.0,3,2,1,2.0,0,13.0,1.0,2.0,3.0,152.74,1,0
4274,8.0,1,0,13.0,2,0,3.0,5.0,2,3,1,8.0,0,16.0,2.0,2.0,1.0,170.05,1,0
4275,11.0,1,2,10.0,2,1,3.0,4.0,0,0,2,4.0,0,13.0,1.0,2.0,4.0,199.28,2,0
4276,8.0,1,0,12.0,1,0,3.0,5.0,0,4,2,4.0,0,13.0,3.0,2.0,9.0,241.31,2,0
4277,10.0,0,2,18.0,0,0,4.0,4.0,0,0,1,2.0,0,15.0,1.0,3.0,3.0,222.38,2,0
4278,10.0,1,0,10.0,2,0,3.0,4.0,3,0,1,7.0,0,23.0,1.0,2.0,1.0,153.35,1,0
4279,17.0,0,2,33.0,2,1,4.0,4.0,1,0,1,3.0,1,15.0,2.0,5.0,13.0,272.32625,0,0
4280,4.0,0,0,30.0,2,1,4.0,5.5,3,2,1,3.0,0,25.5,1.0,2.0,10.0,151.13,1,0
